# ⇥ New columns ⇥
"# context := {SN,GN,Both, …}   (unchanged)"
# pos     := [S]urname‑only | [G]iven‑name‑only | (blank) Either
꺑,kkyalt,0.0,
꺒,kkyalp,0.0,
꺓,kkyalh,0.0,
꺔,kkyam,0.0,
꺕,kkyap,0.0,
꺖,kkyaps,0.0,
꺗,kkyat,0.0,
꺘,kkyat,0.0,
꺙,kkyang,0.0,
꺚,kkyat,0.0,
꺛,kkyat,0.0,
꺜,kkyak,0.0,
꺝,kkyat,0.0,
꺞,kkyap,0.0,
꺟,kkyat,0.0,
꺠,kkyae,0.0,
꺡,kkyaek,0.0,
꺢,kkyaek,0.0,
꺣,kkyaeks,0.0,
꺤,kkyaen,0.0,
꺥,kkyaenj,0.0,
꺦,kkyaenh,0.0,
꺧,kkyaet,0.0,
꺨,kkyael,0.0,
꺩,kkyaelk,0.0,
꺪,kkyaelm,0.0,
꺫,kkyaelb,0.0,
꺬,kkyaels,0.0,
꺭,kkyaelt,0.0,
꺮,kkyaelp,0.0,
꺯,kkyaelh,0.0,
꺰,kkyaem,0.0,
꺱,kkyaep,0.0,
꺲,kkyaeps,0.0,
꺳,kkyaet,0.0,
꺴,kkyaet,0.0,
꺵,kkyaeng,0.0,
꺶,kkyaet,0.0,
꺷,kkyaet,0.0,
꺸,kkyaek,0.0,
꺹,kkyaet,0.0,
꺺,kkyaep,0.0,
꺻,kkyaet,0.0,
꺼,kkeo,0.0,
꺽,kkeok,0.0,
꺾,kkeok,0.0,
꺿,kkeoks,0.0,
껀,kkeon,0.0,
껁,kkeonj,0.0,
껂,kkeonh,0.0,
껃,kkeot,0.0,
껄,kkeol,0.0,
껅,kkeolk,0.0,
껆,kkeolm,0.0,
껇,kkeolb,0.0,
껈,kkeols,0.0,
껉,kkeolt,0.0,
껊,kkeolp,0.0,
껋,kkeolh,0.0,
껌,kkeom,0.0,
껍,kkeop,0.0,
껎,kkeops,0.0,
껏,kkeot,0.0,
껐,kkeot,0.0,
껑,kkeong,0.0,
껒,kkeot,0.0,
껓,kkeot,0.0,
껔,kkeok,0.0,
껕,kkeot,0.0,
껖,kkeop,0.0,
껗,kkeot,0.0,
께,kke,0.0,
껙,kkek,0.0,
껚,kkek,0.0,
껛,kkeks,0.0,
껜,kken,0.0,
껝,kkenj,0.0,
껞,kkenh,0.0,
껟,kket,0.0,
껠,kkel,0.0,
껡,kkelk,0.0,
껢,kkelm,0.0,
껣,kkelb,0.0,
껤,kkels,0.0,
껥,kkelt,0.0,
껦,kkelp,0.0,
껧,kkelh,0.0,
껨,kkem,0.0,
껩,kkep,0.0,
껪,kkeps,0.0,
껫,kket,0.0,
껬,kket,0.0,
껭,kkeng,0.0,
껮,kket,0.0,
껯,kket,0.0,
껰,kkek,0.0,
껱,kket,0.0,
껲,kkep,0.0,
껳,kket,0.0,
껴,kkyeo,0.0,
껵,kkyeok,0.0,
껶,kkyeok,0.0,
껷,kkyeoks,0.0,
껸,kkyeon,0.0,
껹,kkyeonj,0.0,
껺,kkyeonh,0.0,
껻,kkyeot,0.0,
껼,kkyeol,0.0,
껽,kkyeolk,0.0,
껾,kkyeolm,0.0,
껿,kkyeolb,0.0,
꼀,kkyeols,0.0,
꼁,kkyeolt,0.0,
꼂,kkyeolp,0.0,
꼃,kkyeolh,0.0,
꼄,kkyeom,0.0,
꼅,kkyeop,0.0,
꼆,kkyeops,0.0,
꼇,kkyeot,0.0,
꼈,kkyeot,0.0,
꼉,kkyeong,0.0,
꼊,kkyeot,0.0,
꼋,kkyeot,0.0,
꼌,kkyeok,0.0,
꼍,kkyeot,0.0,
꼎,kkyeop,0.0,
꼏,kkyeot,0.0,
꼐,kkye,0.0,
꼑,kkyek,0.0,
꼒,kkyek,0.0,
꼓,kkyeks,0.0,
꼔,kkyen,0.0,
꼕,kkyenj,0.0,
꼖,kkyenh,0.0,
꼗,kkyet,0.0,
꼘,kkyel,0.0,
꼙,kkyelk,0.0,
꼚,kkyelm,0.0,
꼛,kkyelb,0.0,
꼜,kkyels,0.0,
꼝,kkyelt,0.0,
꼞,kkyelp,0.0,
꼟,kkyelh,0.0,
꼠,kkyem,0.0,
꼡,kkyep,0.0,
꼢,kkyeps,0.0,
꼣,kkyet,0.0,
꼤,kkyet,0.0,
꼥,kkyeng,0.0,
꼦,kkyet,0.0,
꼧,kkyet,0.0,
꼨,kkyek,0.0,
꼩,kkyet,0.0,
꼪,kkyep,0.0,
꼫,kkyet,0.0,
꼬,kko,0.0,
꼭,kkok,0.0,
꼮,kkok,0.0,
꼯,kkoks,0.0,
꼰,kkon,0.0,
꼱,kkonj,0.0,
꼲,kkonh,0.0,
꼳,kkot,0.0,
꼴,kkol,0.0,
꼵,kkolk,0.0,
꼶,kkolm,0.0,
꼷,kkolb,0.0,
꼸,kkols,0.0,
꼹,kkolt,0.0,
꼺,kkolp,0.0,
꼻,kkolh,0.0,
꼼,kkom,0.0,
꼽,kkop,0.0,
꼾,kkops,0.0,
꼿,kkot,0.0,
꽀,kkot,0.0,
꽁,kkong,0.0,
꽂,kkot,0.0,
꽃,kkot,0.0,
꽄,kkok,0.0,
꽅,kkot,0.0,
꽆,kkop,0.0,
꽇,kkot,0.0,
꽈,kkwa,0.0,
꽉,kkwak,0.0,
꽊,kkwak,0.0,
꽋,kkwaks,0.0,
꽌,kkwan,0.0,
꽍,kkwanj,0.0,
꽎,kkwanh,0.0,
꽏,kkwat,0.0,
꽐,kkwal,0.0,
꽑,kkwalk,0.0,
꽒,kkwalm,0.0,
꽓,kkwalb,0.0,
꽔,kkwals,0.0,
꽕,kkwalt,0.0,
꽖,kkwalp,0.0,
꽗,kkwalh,0.0,
꽘,kkwam,0.0,
꽙,kkwap,0.0,
꽚,kkwaps,0.0,
꽛,kkwat,0.0,
꽜,kkwat,0.0,
꽝,kkwang,0.0,
꽞,kkwat,0.0,
꽟,kkwat,0.0,
꽠,kkwak,0.0,
꽡,kkwat,0.0,
꽢,kkwap,0.0,
꽣,kkwat,0.0,
꽤,kkwae,0.0,
꽥,kkwaek,0.0,
꽦,kkwaek,0.0,
꽧,kkwaeks,0.0,
꽨,kkwaen,0.0,
꽩,kkwaenj,0.0,
꽪,kkwaenh,0.0,
꽫,kkwaet,0.0,
꽬,kkwael,0.0,
꽭,kkwaelk,0.0,
꽮,kkwaelm,0.0,
꽯,kkwaelb,0.0,
꽰,kkwaels,0.0,
꽱,kkwaelt,0.0,
꽲,kkwaelp,0.0,
꽳,kkwaelh,0.0,
꽴,kkwaem,0.0,
꽵,kkwaep,0.0,
꽶,kkwaeps,0.0,
꽷,kkwaet,0.0,
꽸,kkwaet,0.0,
꽹,kkwaeng,0.0,
꽺,kkwaet,0.0,
꽻,kkwaet,0.0,
꽼,kkwaek,0.0,
꽽,kkwaet,0.0,
꽾,kkwaep,0.0,
꽿,kkwaet,0.0,
꾀,kkoe,0.0,
꾁,kkoek,0.0,
꾂,kkoek,0.0,
꾃,kkoeks,0.0,
꾄,kkoen,0.0,
꾅,kkoenj,0.0,
꾆,kkoenh,0.0,
꾇,kkoet,0.0,
꾈,kkoel,0.0,
꾉,kkoelk,0.0,
꾊,kkoelm,0.0,
꾋,kkoelb,0.0,
꾌,kkoels,0.0,
꾍,kkoelt,0.0,
꾎,kkoelp,0.0,
꾏,kkoelh,0.0,
꾐,kkoem,0.0,
꾑,kkoep,0.0,
꾒,kkoeps,0.0,
꾓,kkoet,0.0,
꾔,kkoet,0.0,
꾕,kkoeng,0.0,
꾖,kkoet,0.0,
꾗,kkoet,0.0,
꾘,kkoek,0.0,
꾙,kkoet,0.0,
꾚,kkoep,0.0,
꾛,kkoet,0.0,
꾜,kkyo,0.0,
꾝,kkyok,0.0,
꾞,kkyok,0.0,
꾟,kkyoks,0.0,
꾠,kkyon,0.0,
꾡,kkyonj,0.0,
꾢,kkyonh,0.0,
꾣,kkyot,0.0,
꾤,kkyol,0.0,
꾥,kkyolk,0.0,
꾦,kkyolm,0.0,
꾧,kkyolb,0.0,
꾨,kkyols,0.0,
꾩,kkyolt,0.0,
꾪,kkyolp,0.0,
꾫,kkyolh,0.0,
꾬,kkyom,0.0,
꾭,kkyop,0.0,
꾮,kkyops,0.0,
꾯,kkyot,0.0,
꾰,kkyot,0.0,
꾱,kkyong,0.0,
꾲,kkyot,0.0,
꾳,kkyot,0.0,
꾴,kkyok,0.0,
꾵,kkyot,0.0,
꾶,kkyop,0.0,
꾷,kkyot,0.0,
꾸,kku,0.0,
꾹,kkuk,0.0,
꾺,kkuk,0.0,
꾻,kkuks,0.0,
꾼,kkun,0.0,
꾽,kkunj,0.0,
꾾,kkunh,0.0,
꾿,kkut,0.0,
꿀,kkul,0.0,
꿁,kkulk,0.0,
꿂,kkulm,0.0,
꿃,kkulb,0.0,
꿄,kkuls,0.0,
꿅,kkult,0.0,
꿆,kkulp,0.0,
꿇,kkulh,0.0,
꿈,kkum,0.0,
꿉,kkup,0.0,
꿊,kkups,0.0,
꿋,kkut,0.0,
꿌,kkut,0.0,
꿍,kkung,0.0,
꿎,kkut,0.0,
꿏,kkut,0.0,
꿐,kkuk,0.0,
꿑,kkut,0.0,
꿒,kkup,0.0,
꿓,kkut,0.0,
꿔,kkwo,0.0,
꿕,kkwok,0.0,
꿖,kkwok,0.0,
꿗,kkwoks,0.0,
꿘,kkwon,0.0,
꿙,kkwonj,0.0,
꿚,kkwonh,0.0,
꿛,kkwot,0.0,
꿜,kkwol,0.0,
꿝,kkwolk,0.0,
꿞,kkwolm,0.0,
꿟,kkwolb,0.0,
꿠,kkwols,0.0,
꿡,kkwolt,0.0,
꿢,kkwolp,0.0,
꿣,kkwolh,0.0,
꿤,kkwom,0.0,
꿥,kkwop,0.0,
꿦,kkwops,0.0,
꿧,kkwot,0.0,
꿨,kkwot,0.0,
꿩,kkwong,0.0,
꿪,kkwot,0.0,
꿫,kkwot,0.0,
꿬,kkwok,0.0,
꿭,kkwot,0.0,
꿮,kkwop,0.0,
꿯,kkwot,0.0,
꿰,kkwe,0.0,
꿱,kkwek,0.0,
꿲,kkwek,0.0,
꿳,kkweks,0.0,
꿴,kkwen,0.0,
꿵,kkwenj,0.0,
꿶,kkwenh,0.0,
꿷,kkwet,0.0,
꿸,kkwel,0.0,
꿹,kkwelk,0.0,
꿺,kkwelm,0.0,
꿻,kkwelb,0.0,
꿼,kkwels,0.0,
꿽,kkwelt,0.0,
꿾,kkwelp,0.0,
꿿,kkwelh,0.0,
뀀,kkwem,0.0,
뀁,kkwep,0.0,
뀂,kkweps,0.0,
뀃,kkwet,0.0,
뀄,kkwet,0.0,
뀅,kkweng,0.0,
뀆,kkwet,0.0,
뀇,kkwet,0.0,
뀈,kkwek,0.0,
뀉,kkwet,0.0,
뀊,kkwep,0.0,
뀋,kkwet,0.0,
뀌,kkwi,0.0,
뀍,kkwik,0.0,
뀎,kkwik,0.0,
뀏,kkwiks,0.0,
뀐,kkwin,0.0,
뀑,kkwinj,0.0,
뀒,kkwinh,0.0,
뀓,kkwit,0.0,
뀔,kkwil,0.0,
뀕,kkwilk,0.0,
뀖,kkwilm,0.0,
뀗,kkwilb,0.0,
뀘,kkwils,0.0,
뀙,kkwilt,0.0,
뀚,kkwilp,0.0,
뀛,kkwilh,0.0,
뀜,kkwim,0.0,
뀝,kkwip,0.0,
뀞,kkwips,0.0,
뀟,kkwit,0.0,
뀠,kkwit,0.0,
뀡,kkwing,0.0,
뀢,kkwit,0.0,
뀣,kkwit,0.0,
뀤,kkwik,0.0,
뀥,kkwit,0.0,
뀦,kkwip,0.0,
뀧,kkwit,0.0,
뀨,kkyu,0.0,
